GDAY_DS,START_CK,INN2,R,ER,PA,AB,HIT,H2,H3,HR,BB,IB,HP,KK,BF,WHIP,NAME,T_ID,MONEY,WLS,TB_SC,HEADER_NO,AGE_VA
20200918,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.6,진해수,LG,25000.0,L,B,0,34
20200919,0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.53,진해수,LG,25000.0,W,T,0,34
20200920,0,6.0,3.0,3.0,9.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,39.0,1.55,진해수,LG,25000.0,L,T,0,34
20200922,0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.52,진해수,LG,25000.0,W,B,0,34
20200724,0,6.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,이정용,LG,2700.0,W,T,0,23
20200726,0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.29,이정용,LG,2700.0,W,T,0,23
20200728,0,3.0,2.0,2.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,18.0,1.2,이정용,LG,2700.0,W,T,0,23
20200730,0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.8,이정용,LG,2700.0,W,T,0,23
20200801,0,5.0,0.0,0.0,7.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,31.0,0.9,이정용,LG,2700.0,W,B,0,23
20200804,0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.2,이정용,LG,2700.0,W,T,0,23
20200808,0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.23,이정용,LG,2700.0,L,T,0,23
20200812,0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,18.0,1.2,이정용,LG,2700.0,W,B,0,23
20200814,0,5.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,31.0,1.2,이정용,LG,2700.0,W,T,0,23
20200816,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,1.09,이정용,LG,2700.0,W,T,0,23
20200819,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,이정용,LG,2700.0,W,B,0,23
20200821,0,3.0,2.0,2.0,6.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,21.0,1.15,이정용,LG,2700.0,W,T,0,23
20200824,0,4.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,1.12,이정용,LG,2700.0,L,B,0,23
20200826,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.04,이정용,LG,2700.0,W,T,0,23
20200828,0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,14.0,1.15,이정용,LG,2700.0,W,B,0,23
20200829,0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.2,이정용,LG,2700.0,D,B,0,23
20200903,0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.24,이정용,LG,2700.0,W,B,0,23
20200907,0,8.0,0.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,1.12,이정용,LG,2700.0,L,T,0,23
20200912,0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,1.02,이정용,LG,2700.0,L,B,0,23
20200916,0,3.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,1.01,이정용,LG,2700.0,W,T,0,23
20200918,0,3.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.01,이정용,LG,2700.0,L,B,0,23
20200919,0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.04,이정용,LG,2700.0,W,T,0,23
20200721,0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.2,최성훈,LG,4700.0,L,T,0,31
20200724,0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.21,최성훈,LG,4700.0,W,T,0,31
20200728,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.13,최성훈,LG,4700.0,W,T,0,31
20200729,0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.2,최성훈,LG,4700.0,W,T,0,31
20200731,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.24,최성훈,LG,4700.0,L,B,0,31
20200804,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.16,최성훈,LG,4700.0,W,T,0,31
20200808,0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.29,최성훈,LG,4700.0,L,T,0,31
20200811,0,6.0,2.0,2.0,9.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,1.36,최성훈,LG,4700.0,L,B,0,31
20200815,0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.32,최성훈,LG,4700.0,W,T,0,31
20200816,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.37,최성훈,LG,4700.0,W,T,0,31
20200818,0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.35,최성훈,LG,4700.0,W,B,0,31
20200820,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.33,최성훈,LG,4700.0,L,T,0,31
20200823,0,4.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.29,최성훈,LG,4700.0,L,B,0,31
20200828,0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.32,최성훈,LG,4700.0,W,B,0,31
20200830,0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.32,최성훈,LG,4700.0,W,B,0,31
20200901,0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,1.39,최성훈,LG,4700.0,W,T,0,31
20200903,0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.35,최성훈,LG,4700.0,W,B,0,31
20200904,0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,1.42,최성훈,LG,4700.0,D,B,0,31
20200907,0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.4,최성훈,LG,4700.0,L,T,0,31
20200912,0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,1.37,최성훈,LG,4700.0,L,B,0,31
20200915,0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.44,최성훈,LG,4700.0,L,T,0,31
20200919,0,6.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,35.0,1.41,최성훈,LG,4700.0,W,T,0,31
20200726,0,4.0,1.0,1.0,6.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.8,고우석,LG,22000.0,W,T,0,22
20200729,0,3.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.5,고우석,LG,22000.0,W,T,0,22
20200801,0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,2.43,고우석,LG,22000.0,W,B,0,22
20200805,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,2.13,고우석,LG,22000.0,W,T,0,22
20200807,0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,24.0,2.11,고우석,LG,22000.0,W,T,0,22
20200813,0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,1.84,고우석,LG,22000.0,W,B,0,22
20200816,0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,1.63,고우석,LG,22000.0,W,T,0,22
20200820,0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.75,고우석,LG,22000.0,L,T,0,22
20200826,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.62,고우석,LG,22000.0,W,T,0,22
20200827,0,5.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,24.0,1.5,고우석,LG,22000.0,W,B,0,22
20200829,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.4,고우석,LG,22000.0,D,B,0,22
20200830,0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,1.29,고우석,LG,22000.0,W,B,0,22
20200903,0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,21.0,1.28,고우석,LG,22000.0,W,B,0,22
20200904,0,5.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,1.27,고우석,LG,22000.0,D,B,0,22
20200912,0,1.0,1.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.4,고우석,LG,22000.0,L,B,0,22
20200915,0,3.0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,29.0,1.48,고우석,LG,22000.0,L,T,0,22
20200919,0,3.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,1.5,고우석,LG,22000.0,W,T,0,22
20200920,0,4.0,1.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,1.54,고우석,LG,22000.0,L,T,0,22
20200922,0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,1.46,고우석,LG,22000.0,W,B,0,22
20200724,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.55,차우찬,LG,100000.0,W,T,0,33
20200731,0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.18,송은범,LG,27000.0,L,B,0,36
20200806,0,5.0,1.0,1.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.1,송은범,LG,27000.0,L,T,0,36
20200808,0,3.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,2.1,송은범,LG,27000.0,L,T,0,36
20200811,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,송은범,LG,27000.0,L,B,0,36
20200812,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.91,송은범,LG,27000.0,W,B,0,36
20200814,0,5.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,1.82,송은범,LG,27000.0,W,T,0,36
20200815,0,4.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,1.77,송은범,LG,27000.0,W,T,0,36
20200818,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.7,송은범,LG,27000.0,W,B,0,36
20200820,0,4.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,1.66,송은범,LG,27000.0,L,T,0,36
20200823,0,4.0,1.0,1.0,6.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1.65,송은범,LG,27000.0,L,B,0,36
20200825,0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.63,송은범,LG,27000.0,L,T,0,36
20200828,0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.55,송은범,LG,27000.0,W,B,0,36
20200829,0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.55,송은범,LG,27000.0,D,B,0,36
20200830,0,3.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.53,송은범,LG,27000.0,W,B,0,36
20200901,0,4.0,1.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,24.0,1.56,송은범,LG,27000.0,W,T,0,36
20200904,0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,20.0,1.54,송은범,LG,27000.0,D,B,0,36
20200906,0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.46,송은범,LG,27000.0,W,T,0,36
20200910,0,4.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.44,송은범,LG,27000.0,W,B,0,36
20200913,0,3.0,3.0,3.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.5,송은범,LG,27000.0,L,B,0,36
20200916,0,3.0,3.0,3.0,6.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1.54,송은범,LG,27000.0,W,T,0,36
20200918,0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.57,송은범,LG,27000.0,L,B,0,36
20200922,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.53,송은범,LG,27000.0,W,B,0,36
20200907,0,6.0,1.0,1.0,10.0,8.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,31.0,2.0,남호,LG,,L,T,0,20
20200911,0,6.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,1.25,남호,LG,,L,B,0,20
20200913,0,9.0,1.0,1.0,13.0,11.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,53.0,1.29,남호,LG,,L,B,0,20
20200824,0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,성재헌,LG,2700.0,L,B,0,23
20200829,0,9.0,1.0,1.0,12.0,11.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,1.64,성재헌,LG,2700.0,D,B,0,23
20200903,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.91,성재헌,LG,2700.0,W,B,0,23
20200904,0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,1.62,성재헌,LG,2700.0,D,B,0,23
20200724,0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,6.0,이찬혁,LG,,W,T,0,22
20200728,0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,26.0,3.0,이찬혁,LG,,W,T,0,22
20200730,0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,정용운,LG,5000.0,W,T,0,30
20200731,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.75,정용운,LG,5000.0,L,B,0,30
20200806,0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,2.4,정용운,LG,5000.0,L,T,0,30
20200920,1,11.0,2.0,2.0,20.0,15.0,6.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,80.0,3.43,이우찬,LG,7500.0,L,T,0,28
20200721,0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.8,김대현,LG,12000.0,L,T,0,23
20200818,0,4.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.74,김대현,LG,12000.0,W,B,0,23
20200824,0,5.0,1.0,1.0,8.0,7.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,38.0,1.75,김대현,LG,12000.0,L,B,0,23
20200828,0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.7,김대현,LG,12000.0,W,B,0,23
20200904,0,4.0,0.0,0.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,1.69,김대현,LG,12000.0,D,B,0,23
20200907,0,3.0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,31.0,1.74,김대현,LG,12000.0,L,T,0,23
20200911,0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.71,김대현,LG,12000.0,L,B,0,23
20200913,0,6.0,3.0,2.0,13.0,9.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,47.0,1.79,김대현,LG,12000.0,L,B,0,23
20200920,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,1.86,김대현,LG,12000.0,L,T,0,23
20200721,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.42,여건욱,LG,7000.0,L,T,0,34
20200806,0,5.0,4.0,4.0,9.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,33.0,1.44,여건욱,LG,7000.0,L,T,0,34
20200815,0,3.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,1.46,여건욱,LG,7000.0,W,T,0,34
20200819,0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.45,여건욱,LG,7000.0,W,B,0,34
20200725,0,7.0,1.0,1.0,8.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,1.56,김윤식,LG,2700.0,L,T,0,20
20200801,1,13.0,5.0,5.0,22.0,17.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,90.0,1.67,김윤식,LG,2700.0,W,B,0,20
20200808,1,16.0,4.0,4.0,23.0,21.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,91.0,1.6,김윤식,LG,2700.0,L,T,0,20
20200814,1,13.0,4.0,4.0,23.0,20.0,6.0,3.0,0.0,0.0,2.0,0.0,1.0,5.0,82.0,1.63,김윤식,LG,2700.0,W,T,0,20
20200820,1,15.0,3.0,3.0,24.0,20.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,88.0,1.66,김윤식,LG,2700.0,L,T,0,20
20200827,1,18.0,0.0,0.0,22.0,20.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,87.0,1.51,김윤식,LG,2700.0,W,B,0,20
20200904,1,13.0,5.0,5.0,21.0,19.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,95.0,1.52,김윤식,LG,2700.0,D,B,0,20
20200913,1,8.0,3.0,2.0,14.0,13.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,48.0,1.56,김윤식,LG,2700.0,L,B,0,20
20200724,1,21.0,2.0,1.0,29.0,26.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,8.0,105.0,1.08,루친스키,NC,100000.0,W,T,0,32
20200731,1,15.0,5.0,5.0,26.0,23.0,9.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,113.0,1.15,루친스키,NC,100000.0,W,B,0,32
20200806,1,18.0,1.0,1.0,23.0,20.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,102.0,1.15,루친스키,NC,100000.0,W,T,0,32
20200812,1,15.0,8.0,8.0,26.0,20.0,9.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,85.0,1.2,루친스키,NC,100000.0,L,T,0,32
20200818,1,18.0,1.0,1.0,26.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,98.0,1.2,루친스키,NC,100000.0,W,B,0,32
20200824,1,15.0,7.0,7.0,28.0,25.0,11.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,104.0,1.27,루친스키,NC,100000.0,L,T,0,32
20200829,1,21.0,2.0,2.0,24.0,22.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,91.0,1.23,루친스키,NC,100000.0,W,B,0,32
20200904,1,15.0,3.0,3.0,25.0,21.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,102.0,1.26,루친스키,NC,100000.0,D,T,0,32
20200911,1,20.0,1.0,1.0,27.0,24.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,109.0,1.25,루친스키,NC,100000.0,W,B,0,32
20200917,1,21.0,0.0,0.0,26.0,23.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,101.0,1.22,루친스키,NC,100000.0,W,T,0,32
20200923,1,18.0,4.0,4.0,27.0,24.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,8.0,101.0,1.23,루친스키,NC,100000.0,W,B,0,32
20200726,1,21.0,3.0,3.0,30.0,28.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,7.0,115.0,0.82,구창모,NC,18000.0,L,T,0,23
20200725,1,16.0,4.0,4.0,22.0,18.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,102.0,1.41,라이트,NC,80000.0,L,T,0,30
20200801,1,18.0,4.0,3.0,28.0,27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,108.0,1.43,라이트,NC,80000.0,L,B,0,30
20200808,1,21.0,3.0,3.0,25.0,25.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,108.0,1.36,라이트,NC,80000.0,L,T,0,30
20200814,1,15.0,4.0,4.0,26.0,24.0,9.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0,100.0,1.41,라이트,NC,80000.0,L,B,0,30
20200820,1,18.0,1.0,0.0,26.0,21.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,98.0,1.39,라이트,NC,80000.0,W,T,0,30
20200826,1,15.0,4.0,4.0,24.0,22.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,94.0,1.39,라이트,NC,80000.0,W,B,0,30
20200901,1,18.0,2.0,2.0,24.0,22.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,85.0,1.36,라이트,NC,80000.0,W,T,0,30
20200909,1,18.0,4.0,4.0,28.0,22.0,5.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,106.0,1.37,라이트,NC,80000.0,L,B,0,30
20200915,1,18.0,7.0,5.0,29.0,24.0,8.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,103.0,1.39,라이트,NC,80000.0,L,T,0,30
20200920,1,18.0,0.0,0.0,26.0,23.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,114.0,1.39,라이트,NC,80000.0,W,T,0,30
20200721,0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,1.12,원종현,NC,26000.0,W,B,0,33
20200724,0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,1.1,원종현,NC,26000.0,W,T,0,33
20200728,0,2.0,3.0,3.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,23.0,1.17,원종현,NC,26000.0,L,T,0,33
20200731,0,3.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.2,원종현,NC,26000.0,W,B,0,33
20200801,0,2.0,4.0,4.0,7.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.33,원종현,NC,26000.0,L,B,0,33
20200806,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.29,원종현,NC,26000.0,W,T,0,33
20200815,0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.29,원종현,NC,26000.0,L,B,0,33
20200818,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.26,원종현,NC,26000.0,W,B,0,33
20200825,0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.25,원종현,NC,26000.0,W,B,0,33
20200829,0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.23,원종현,NC,26000.0,W,B,0,33
20200830,0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.22,원종현,NC,26000.0,W,B,0,33
20200901,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.19,원종현,NC,26000.0,W,T,0,33
20200904,0,4.0,0.0,0.0,8.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,30.0,1.25,원종현,NC,26000.0,D,T,0,33
20200909,0,3.0,3.0,3.0,7.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,1.32,원종현,NC,26000.0,L,B,0,33
20200913,0,3.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.33,원종현,NC,26000.0,L,B,0,33
